,ExtCondensTurbineOP.hp_steam_machine_opt,ExtCondensTurbineOP.lp_steam_machine_opt,ExtCondensTurbineOP.electricity_machine_opt
2020-08-17 10:21:00,71.64666666666666,17.713333333333335,10.903333333333334
2020-08-17 10:29:00,79.13666666666667,19.873333333333335,11.46
2020-08-17 10:37:00,78.00333333333333,20.276666666666667,11.299999999999999
2020-08-17 10:45:00,80.99666666666666,20.663333333333334,11.483333333333334
2020-08-17 10:53:00,77.25,19.376666666666665,11.006666666666666
2020-08-17 11:01:00,79.56,19.013333333333335,11.593333333333334
2020-08-17 11:09:00,79.99999999992478,26.340000000011905,10.072963333313286
2020-08-17 11:17:00,79.99999999992464,23.870000000008826,10.652366666647183
2020-08-17 11:25:00,79.99999999995599,20.670000000002656,11.125169999989104
2020-08-17 11:33:00,81.93,18.78,12.09
2020-08-17 11:41:00,80.00000000006965,17.619488247715026,11.831082101540769
