,ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_pressure_in,ExtCondensTurbineOP.steam_temperature_in,ExtCondensTurbineOP.electricity_generation,ExtCondensTurbineOP.steam_pressure_out,ExtCondensTurbineOP.steam_temperature_out,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.steam_pressure_side,ExtCondensTurbineOP.steam_temperature_side,ExtCondensTurbineOP.machine_status,ExtCondensTurbineOP.MainSteam_Inlet_FlowrateMass_Accumulated,ExtCondensTurbineOP.SteamTurbine_RotatorySpeed,ExtCondensTurbineOP.steam_pressure_2ndside,ExtCondensTurbineOP.steam_temperature_2ndside,ExtCondensTurbineOP.steam_pressure_3rdside,ExtCondensTurbineOP.steam_temperature_3rdside,ExtCondensTurbineOP.condensate_totalcondenser_flowrate,ExtCondensTurbineOP.BFW_lowheater_temperature,ExtCondensTurbineOP.BFW_deaerator_temperature,ExtCondensTurbineOP.BFW_highheater_temperature
2020-08-17 00:00:00,74.62833333333333,3.0375,432.39416666666665,11.320833333333333,-86.48416666666668,49.218333333333334,14.194166666666666,0.8300000000000001,314.59666666666664,1.0,5338.162499999999,2995.8375,0.15999999999999998,209.0808333333333,-0.09999999999999999,103.46666666666665,41.06583333333334,81.90416666666668,105.59499999999998,154.47166666666666
2020-08-17 00:01:00,74.58583333333334,3.0374999999999996,432.16083333333336,11.339999999999998,-86.43,49.24333333333333,13.846666666666666,0.8250000000000002,313.9841666666667,1.0,5339.405833333333,2995.5333333333333,0.15999999999999998,208.73833333333334,-0.09999999999999999,103.19083333333332,41.24833333333333,82.00999999999999,105.59583333333332,154.40249999999995
2020-08-17 00:02:00,74.4175,3.0208333333333335,431.94166666666666,11.3425,-86.37416666666667,49.28916666666667,13.124166666666667,0.8216666666666668,313.6741666666666,1.0,5340.641666666666,2991.0175000000004,0.15999999999999998,208.53416666666666,-0.09999999999999999,102.93833333333332,41.574999999999996,82.10333333333332,105.59999999999998,154.01749999999998
2020-08-17 00:03:00,74.34583333333335,3.015833333333333,431.71583333333336,11.352500000000001,-86.33333333333333,49.32916666666667,12.589166666666666,0.8216666666666668,313.6991666666666,1.0,5341.878333333333,2991.3758333333335,0.15999999999999998,208.4166666666667,-0.09999999999999999,102.765,41.59916666666666,82.1775,105.615,153.56333333333336
2020-08-17 00:04:00,74.13833333333334,3.0133333333333336,431.75916666666666,11.345833333333331,-86.30999999999999,49.383333333333326,12.549166666666666,0.8200000000000002,313.9791666666667,1.0,5343.1125,2991.5025,0.15999999999999998,208.42916666666665,-0.09999999999999999,102.69416666666667,41.54749999999999,82.2125,105.61416666666666,153.13916666666665
2020-08-17 00:05:00,74.82166666666666,3.0116666666666663,432.1408333333334,11.334166666666668,-86.31416666666665,49.4125,12.592500000000001,0.8241666666666667,314.56666666666666,1.0,5344.3516666666665,2991.883333333333,0.15999999999999998,208.54749999999999,-0.09999999999999999,102.73416666666667,41.51333333333333,82.20916666666669,105.63916666666665,152.66750000000002
2020-08-17 00:06:00,75.30833333333332,3.035,432.88750000000005,11.429166666666667,-86.3225,49.45666666666667,13.11,0.8300000000000001,315.4116666666667,1.0,5345.6075,2994.9191666666666,0.15999999999999998,208.81749999999997,-0.09999999999999999,102.8675,41.48333333333333,82.21416666666669,105.6275,152.37666666666664
2020-08-17 00:07:00,74.60916666666667,3.0474999999999994,434.09,11.453333333333333,-86.32916666666667,49.46666666666667,13.6225,0.8300000000000001,316.34166666666664,1.0,5346.844166666667,2996.705,0.15999999999999998,209.10916666666665,-0.09999999999999999,103.08083333333336,41.51166666666666,82.23166666666667,105.62249999999999,152.27083333333334
2020-08-17 00:08:00,74.79,3.073333333333333,435.3300000000001,11.435,-86.40750000000001,49.47,14.315833333333336,0.8300000000000001,317.5491666666667,1.0,5348.0775,3001.1433333333334,0.15999999999999998,209.52166666666665,-0.09999999999999999,103.36083333333335,41.1175,82.19749999999999,105.61416666666666,152.2833333333333
2020-08-17 00:09:00,74.98250000000002,3.098333333333333,436.6000000000001,11.474166666666667,-86.45166666666667,49.4675,14.39333333333333,0.8300000000000001,318.90500000000003,1.0,5349.322499999999,3001.2708333333335,0.15999999999999998,209.985,-0.09999999999999999,103.69416666666665,41.02916666666667,82.11916666666669,105.61333333333333,152.5275
2020-08-17 00:10:00,75.395,3.1133333333333333,437.6425,11.505,-86.46500000000002,49.4325,15.42416666666667,0.8300000000000001,320.2408333333334,1.0,5350.578333333334,3000.9408333333326,0.15999999999999998,210.50166666666667,-0.09999999999999999,104.09083333333332,41.11333333333334,82.07833333333333,105.62333333333333,152.895
2020-08-17 00:11:00,75.2690909090909,3.1290909090909085,438.20818181818174,11.545454545454545,-86.44,49.40545454545454,15.204545454545455,0.8300000000000001,321.3381818181818,1.0,5351.798181818182,3000.9054545454546,0.15999999999999998,211.04818181818183,-0.09999999999999999,104.5,40.983636363636364,82.04545454545453,105.60181818181817,153.33727272727276
2020-08-17 00:12:00,75.33083333333336,3.1358333333333337,438.43333333333334,11.5575,-86.45833333333333,49.39833333333333,15.249166666666666,0.8308333333333334,322.33,1.0,5353.1033333333335,3001.116666666667,0.15999999999999998,211.53083333333328,-0.09999999999999999,104.9325,40.97083333333334,82.06166666666665,105.54166666666664,153.79749999999999
