,ExtCondensTurbineOP.hp_steam_machine_opt_array,ExtCondensTurbineOP.lp_steam_machine_opt_array,ExtCondensTurbineOP.electricity_machine_opt_array
2020-08-17 07:50:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:51:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:52:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:53:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:54:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:55:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:56:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:57:00,68.38355959017103,21.09000622081555,9.094998862663033
2020-08-17 07:58:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 07:59:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:00:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:01:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:02:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:03:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:04:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:05:00,69.04424313202136,22.539994047583534,9.28000252797354
2020-08-17 08:06:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:07:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:08:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:09:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:10:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:11:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:12:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:13:00,79.99999999999932,27.249411129825134,10.676373651943589
2020-08-17 08:14:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:15:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:16:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:17:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:18:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:19:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:20:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:21:00,80.00000000000732,19.380000000001015,11.476910000001533
2020-08-17 08:22:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:23:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:24:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:25:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:26:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:27:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:28:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:29:00,80.00000000000459,22.330000000000524,10.959170000000984
2020-08-17 08:30:00,78.28,18.48,11.62
2020-08-17 08:31:00,78.28,18.48,11.62
2020-08-17 08:32:00,78.28,18.48,11.62
2020-08-17 08:33:00,78.28,18.48,11.62
2020-08-17 08:34:00,78.28,18.48,11.62
2020-08-17 08:35:00,78.28,18.48,11.62
2020-08-17 08:36:00,78.28,18.48,11.62
2020-08-17 08:37:00,78.28,18.48,11.62
2020-08-17 08:38:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:39:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:40:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:41:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:42:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:43:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:44:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:45:00,79.44333333333333,19.73333333333333,11.713333333333333
2020-08-17 08:46:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:47:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:48:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:49:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:50:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:51:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:52:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:53:00,78.66666666666667,19.626666666666665,11.526666666666666
2020-08-17 08:54:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 08:55:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 08:56:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 08:57:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 08:58:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 08:59:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 09:00:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 09:01:00,77.79666666666667,19.05666666666667,11.450000000000001
2020-08-17 09:02:00,78.33,19.22,11.31
2020-08-17 09:03:00,78.33,19.22,11.31
2020-08-17 09:04:00,78.33,19.22,11.31
2020-08-17 09:05:00,78.33,19.22,11.31
2020-08-17 09:06:00,78.33,19.22,11.31
2020-08-17 09:07:00,78.33,19.22,11.31
2020-08-17 09:08:00,78.33,19.22,11.31
2020-08-17 09:09:00,78.33,19.22,11.31
2020-08-17 09:10:00,76.05,17.66,11.41
2020-08-17 09:11:00,76.05,17.66,11.41
2020-08-17 09:12:00,76.05,17.66,11.41
2020-08-17 09:13:00,76.05,17.66,11.41
2020-08-17 09:14:00,76.05,17.66,11.41
2020-08-17 09:15:00,76.05,17.66,11.41
2020-08-17 09:16:00,76.05,17.66,11.41
2020-08-17 09:17:00,76.05,17.66,11.41
2020-08-17 09:18:00,81.71,18.95,11.97
2020-08-17 09:19:00,81.71,18.95,11.97
2020-08-17 09:20:00,81.71,18.95,11.97
2020-08-17 09:21:00,81.71,18.95,11.97
2020-08-17 09:22:00,81.71,18.95,11.97
2020-08-17 09:23:00,81.71,18.95,11.97
2020-08-17 09:24:00,81.71,18.95,11.97
2020-08-17 09:25:00,81.71,18.95,11.97
2020-08-17 09:26:00,76.06,17.5,11.38
2020-08-17 09:27:00,76.06,17.5,11.38
2020-08-17 09:28:00,76.06,17.5,11.38
2020-08-17 09:29:00,76.06,17.5,11.38
2020-08-17 09:30:00,76.06,17.5,11.38
2020-08-17 09:31:00,76.06,17.5,11.38
2020-08-17 09:32:00,76.06,17.5,11.38
2020-08-17 09:33:00,76.06,17.5,11.38
2020-08-17 09:34:00,79.98,18.95,11.59
2020-08-17 09:35:00,79.98,18.95,11.59
2020-08-17 09:36:00,79.98,18.95,11.59
2020-08-17 09:37:00,79.98,18.95,11.59
2020-08-17 09:38:00,79.98,18.95,11.59
