,CFBoilerOP.exhaust_oxygen_concentration
2020-08-15 22:00:00,5.542851182197497
2020-08-15 23:00:00,5.534097222222223
2020-08-16 00:00:00,5.570638888888888
2020-08-16 01:00:00,5.625486111111112
2020-08-16 02:00:00,5.8510138888888905
2020-08-16 03:00:00,5.587374999999999
2020-08-16 04:00:00,5.722750000000001
2020-08-16 05:00:00,5.456083333333334
2020-08-16 06:00:00,5.407319444444444
2020-08-16 07:00:00,5.562625000000001
2020-08-16 08:00:00,5.387125000000001
2020-08-16 09:00:00,5.435569444444444
2020-08-16 10:00:00,5.487625
2020-08-16 11:00:00,5.341291666666668
2020-08-16 12:00:00,5.6963421418637
2020-08-16 13:00:00,5.779374999999998
2020-08-16 14:00:00,5.557625000000001
2020-08-16 15:00:00,5.415902777777777
2020-08-16 16:00:00,5.333930555555558
2020-08-16 17:00:00,5.510861111111111
2020-08-16 18:00:00,5.333124999999999
2020-08-16 19:00:00,5.526286509040334
2020-08-16 20:00:00,5.4002638888888885
2020-08-16 21:00:00,5.659666666666667
2020-08-16 22:00:00,5.5133472222222215
2020-08-16 23:00:00,5.50536111111111
2020-08-17 00:00:00,5.544097222222223
2020-08-17 01:00:00,5.517499999999998
2020-08-17 02:00:00,6.270333333333334
2020-08-17 03:00:00,5.857805555555554
2020-08-17 04:00:00,5.842416666666667
2020-08-17 05:00:00,5.445819444444447
2020-08-17 06:00:00,5.580305555555556
2020-08-17 07:00:00,5.26998611111111
2020-08-17 08:00:00,5.600902777777779
2020-08-17 09:00:00,5.4886369958275365
2020-08-17 10:00:00,5.274611111111111
2020-08-17 11:00:00,5.222305555555556
2020-08-17 12:00:00,5.079152777777778
2020-08-17 13:00:00,5.201611111111111
2020-08-17 14:00:00,5.080513888888889
2020-08-17 15:00:00,5.035180555555556
2020-08-17 16:00:00,5.0690277777777775
2020-08-17 17:00:00,5.279208333333333
2020-08-17 18:00:00,5.2680694444444445
2020-08-17 19:00:00,5.078097222222221
2020-08-17 20:00:00,5.1329166666666675
2020-08-17 21:00:00,4.973208333333334
2020-08-17 22:00:00,4.909847222222222
2020-08-17 23:00:00,5.290055555555556
2020-08-18 00:00:00,5.547958333333332
2020-08-18 01:00:00,5.704638888888891
2020-08-18 02:00:00,5.614180555555555
2020-08-18 03:00:00,5.618611111111113
2020-08-18 04:00:00,5.419301675977654
2020-08-18 05:00:00,5.463333333333333
2020-08-18 06:00:00,5.534367176634213
2020-08-18 07:00:00,5.651930555555554
2020-08-18 08:00:00,5.245652777777777
2020-08-18 09:00:00,5.198736111111112
2020-08-18 10:00:00,5.102785714285715
2020-08-18 11:00:00,5.185473537604456
2020-08-18 12:00:00,5.452958333333333
2020-08-18 13:00:00,4.949347222222223
2020-08-18 14:00:00,5.235805555555556
2020-08-18 15:00:00,5.214611111111112
2020-08-18 16:00:00,4.922597222222223
2020-08-18 17:00:00,5.047652777777777
2020-08-18 18:00:00,4.975916666666666
2020-08-18 19:00:00,5.159791666666668
