,CFBoilerOP.efficiency_reverse
2020-07-25 00:00:00,89.8654982319247
2020-07-25 01:00:00,89.74322646424275
2020-07-25 02:00:00,89.48109239659317
2020-07-25 03:00:00,89.5274918413095
2020-07-25 04:00:00,89.79676146946363
2020-07-25 05:00:00,89.76483294880283
2020-07-25 06:00:00,89.69745903630816
2020-07-25 07:00:00,89.63906588752681
2020-07-25 08:00:00,89.44800714304509
2020-07-25 09:00:00,89.5923914127367
2020-07-25 10:00:00,89.20085705882852
2020-07-25 11:00:00,89.37351014725665
2020-07-25 12:00:00,89.30021088482658
2020-07-25 13:00:00,89.19478237558825
2020-07-25 14:00:00,89.53459112611748
2020-07-25 15:00:00,89.67597946037255
2020-07-25 16:00:00,89.71157059139621
2020-07-25 17:00:00,89.76559910604725
2020-07-25 18:00:00,89.89973664815578
2020-07-25 19:00:00,89.87879474439718
2020-07-25 20:00:00,90.0250096361215
2020-07-25 21:00:00,89.82796506198898
2020-07-25 22:00:00,89.77730915938955
2020-07-25 23:00:00,89.79390390849629
2020-07-26 00:00:00,89.3277724904874
2020-07-26 01:00:00,89.41625345895042
2020-07-26 02:00:00,89.22232128165555
2020-07-26 03:00:00,89.34269502116469
2020-07-26 04:00:00,89.47716319128679
2020-07-26 05:00:00,89.5524267689978
2020-07-26 06:00:00,89.64866112061804
2020-07-26 07:00:00,89.03628692479982
2020-07-26 08:00:00,89.09788591817167
2020-07-26 09:00:00,89.396242317908
2020-07-26 10:00:00,89.19332591622353
2020-07-26 11:00:00,89.20922698128652
2020-07-26 12:00:00,89.3538002366724
2020-07-26 13:00:00,89.4516854002638
2020-07-26 14:00:00,89.49885732692158
2020-07-26 15:00:00,89.34561451457328
2020-07-26 16:00:00,89.23861473153853
2020-07-26 17:00:00,89.16972746446953
2020-07-26 18:00:00,89.44721356909105
2020-07-26 19:00:00,89.76769480833477
2020-07-26 20:00:00,89.73038048042498
2020-07-26 21:00:00,89.68782398757018
2020-07-26 22:00:00,89.73023852125777
2020-07-26 23:00:00,89.65973022410364
2020-07-27 00:00:00,89.4559315742583
2020-07-27 01:00:00,89.65336292801277
2020-07-27 02:00:00,89.35348321014307
2020-07-27 03:00:00,89.36257189124433
2020-07-27 04:00:00,89.55145380439086
2020-07-27 05:00:00,89.837990267106
2020-07-27 06:00:00,89.77525024341242
2020-07-27 07:00:00,89.70180364476839
2020-07-27 08:00:00,89.51725049394594
2020-07-27 09:00:00,89.46947340286283
2020-07-27 10:00:00,89.35875806119668
2020-07-27 11:00:00,89.27470642025511
2020-07-27 12:00:00,89.29660426643349
2020-07-27 13:00:00,89.30733753416035
2020-07-27 14:00:00,89.38418868021527
2020-07-27 15:00:00,89.4642543507398
2020-07-27 16:00:00,89.50760117465828
2020-07-27 17:00:00,88.52364708566974
2020-07-27 18:00:00,88.72177423252758
2020-07-27 19:00:00,88.61789301076251
2020-07-27 20:00:00,88.67445967529534
2020-07-27 21:00:00,88.57190831984575
2020-07-27 22:00:00,88.8483721539205
2020-07-27 23:00:00,88.86066511319785
2020-07-28 00:00:00,88.66393875269628
2020-07-28 01:00:00,88.58725836569579
2020-07-28 02:00:00,88.51158050113054
2020-07-28 03:00:00,88.55728538739133
2020-07-28 04:00:00,88.53165375888305
2020-07-28 05:00:00,88.76075600816957
2020-07-28 06:00:00,88.6676652746301
2020-07-28 07:00:00,88.5058232086456
2020-07-28 08:00:00,88.32276728473578
2020-07-28 09:00:00,88.19352634799456
2020-07-28 10:00:00,88.2146022182015
2020-07-28 11:00:00,88.09547383535347
2020-07-28 12:00:00,88.3224891494111
2020-07-28 13:00:00,88.21037567428843
2020-07-28 14:00:00,88.13655016951985
2020-07-28 15:00:00,88.05087693633872
2020-07-28 16:00:00,88.54250884334552
2020-07-28 17:00:00,88.53677372317271
2020-07-28 18:00:00,88.67049730454059
2020-07-28 19:00:00,88.72824892832325
2020-07-28 20:00:00,88.8625786350435
2020-07-28 21:00:00,88.72528805041082
2020-07-28 22:00:00,88.63111874886839
2020-07-28 23:00:00,88.56636189076984
2020-07-29 00:00:00,88.51123434391712
2020-07-29 01:00:00,88.38449631946621
2020-07-29 02:00:00,87.79165245924746
2020-07-29 03:00:00,88.24707814410274
2020-07-29 04:00:00,88.22969769143035
2020-07-29 05:00:00,88.2632376654161
2020-07-29 06:00:00,88.29565966408138
2020-07-29 07:00:00,88.1382270106143
2020-07-29 08:00:00,87.98740919344324
2020-07-29 09:00:00,87.84099606139169
2020-07-29 10:00:00,87.64386196922699
2020-07-29 11:00:00,87.93399312321361
2020-07-29 12:00:00,87.93881129327052
2020-07-29 13:00:00,87.94102321030535
2020-07-29 14:00:00,88.12941786039534
2020-07-29 15:00:00,87.97813761556729
2020-07-29 16:00:00,88.3846743709218
2020-07-29 17:00:00,88.42821482033797
2020-07-29 18:00:00,88.59248256097858
2020-07-29 19:00:00,88.55509497278565
2020-07-29 20:00:00,88.61820427214597
2020-07-29 21:00:00,88.60306312455273
2020-07-29 22:00:00,88.5210538232444
2020-07-29 23:00:00,88.44761317412494
2020-07-30 00:00:00,88.6115250213015
2020-07-30 01:00:00,88.48968810656818
2020-07-30 02:00:00,88.61613536392389
2020-07-30 03:00:00,88.47673090921904
2020-07-30 04:00:00,88.44907196345413
2020-07-30 05:00:00,88.57737149720184
2020-07-30 06:00:00,88.72017000702948
2020-07-30 07:00:00,88.48726658566078
2020-07-30 08:00:00,88.11823927991824
2020-07-30 09:00:00,88.57590848437758
2020-07-30 10:00:00,88.64072929442189
2020-07-30 11:00:00,88.45486341373953
2020-07-30 12:00:00,88.43193088749699
2020-07-30 13:00:00,88.4818739009103
2020-07-30 14:00:00,88.53983805332045
2020-07-30 15:00:00,88.58319592348366
2020-07-30 16:00:00,88.49712652126267
2020-07-30 17:00:00,88.30779796593828
2020-07-30 18:00:00,88.27172425662192
2020-07-30 19:00:00,88.3484670589438
2020-07-30 20:00:00,88.42500852617744
2020-07-30 21:00:00,88.43141386886796
2020-07-30 22:00:00,88.60932804171958
2020-07-30 23:00:00,88.56654968030986
2020-07-31 00:00:00,87.67457938716088
2020-07-31 01:00:00,86.94612402884295
2020-07-31 02:00:00,86.99294825198523
2020-07-31 03:00:00,87.28614576546194
2020-07-31 04:00:00,86.79716389789688
2020-07-31 05:00:00,87.02790151292741
2020-07-31 06:00:00,86.91720392684354
2020-07-31 07:00:00,87.67623606033509
2020-07-31 08:00:00,87.52347993946675
2020-07-31 09:00:00,88.2309969404676
2020-07-31 10:00:00,88.3315147568183
2020-07-31 11:00:00,87.68403777416319
2020-07-31 12:00:00,87.20040151712553
2020-07-31 13:00:00,87.4566690247396
2020-07-31 14:00:00,86.72446222652043
2020-07-31 15:00:00,87.231595061793
2020-07-31 16:00:00,87.92440846874712
2020-07-31 17:00:00,88.06650021184828
2020-07-31 18:00:00,88.15606626340748
2020-07-31 19:00:00,88.15781546072412
2020-07-31 20:00:00,88.40780985922143
2020-07-31 21:00:00,88.54091174123104
2020-07-31 22:00:00,88.72857362840823
2020-07-31 23:00:00,89.38567576523965
2020-08-01 00:00:00,89.55117198941916
2020-08-01 01:00:00,89.52969185570971
2020-08-01 02:00:00,89.48852237563422
2020-08-01 03:00:00,89.4317691507026
2020-08-01 04:00:00,89.58373344293258
2020-08-01 05:00:00,89.51420824950335
2020-08-01 06:00:00,89.37966825080296
2020-08-01 07:00:00,89.37912553495616
2020-08-01 08:00:00,89.5792589153015
2020-08-01 09:00:00,89.58827966878631
2020-08-01 10:00:00,89.43261340819485
2020-08-01 11:00:00,89.23435463850917
2020-08-01 12:00:00,89.01496911990498
2020-08-01 13:00:00,89.19466177794578
2020-08-01 14:00:00,89.42940865490345
2020-08-01 15:00:00,89.34476546642
2020-08-01 16:00:00,89.36826690492009
2020-08-01 17:00:00,89.31706358392975
2020-08-01 18:00:00,89.32756901594794
2020-08-01 19:00:00,89.36695252443924
2020-08-01 20:00:00,89.29366372278905
2020-08-01 21:00:00,89.31421382613821
2020-08-01 22:00:00,89.30071392553394
2020-08-01 23:00:00,89.41036246838577
2020-08-02 00:00:00,89.11158283752026
2020-08-02 01:00:00,89.00507605869977
2020-08-02 02:00:00,88.89073186480165
2020-08-02 03:00:00,88.85301159175742
2020-08-02 04:00:00,88.8546243114287
2020-08-02 05:00:00,88.7725127873623
2020-08-02 06:00:00,88.92453220334667
2020-08-02 07:00:00,88.77755190232723
2020-08-02 08:00:00,89.11548237019025
2020-08-02 09:00:00,89.15792297797033
2020-08-02 10:00:00,88.9199801209697
2020-08-02 11:00:00,88.94563157352155
2020-08-02 12:00:00,89.06687572114919
2020-08-02 13:00:00,89.14447533089175
2020-08-02 14:00:00,89.10755175274699
2020-08-02 15:00:00,89.0150513105017
2020-08-02 16:00:00,88.85509198949782
2020-08-02 17:00:00,89.05292518992084
2020-08-02 18:00:00,89.16338834346143
2020-08-02 19:00:00,89.1050055055424
2020-08-02 20:00:00,89.05644750853835
2020-08-02 21:00:00,89.18225708183185
2020-08-02 22:00:00,89.20722720334115
2020-08-02 23:00:00,89.28469433285045
2020-08-03 00:00:00,88.91838750901617
2020-08-03 01:00:00,89.0599907699695
2020-08-03 02:00:00,89.10262689934608
2020-08-03 03:00:00,89.07763092475646
2020-08-03 04:00:00,89.0230392716184
2020-08-03 05:00:00,88.95684920910722
2020-08-03 06:00:00,89.1083383655281
2020-08-03 07:00:00,88.98238192888518
2020-08-03 08:00:00,89.1813446255776
2020-08-03 09:00:00,89.29868300128025
2020-08-03 10:00:00,89.3425411536985
2020-08-03 11:00:00,89.54593989214072
2020-08-03 12:00:00,89.36590495158778
2020-08-03 13:00:00,89.18634753103309
2020-08-03 14:00:00,89.182711555421
2020-08-03 15:00:00,89.1993038948978
2020-08-03 16:00:00,89.14818791865467
2020-08-03 17:00:00,89.17026375050347
2020-08-03 18:00:00,89.1765613839968
2020-08-03 19:00:00,89.05204048948512
2020-08-03 20:00:00,88.99745686415571
2020-08-03 21:00:00,88.94901488020918
2020-08-03 22:00:00,88.85025523358146
2020-08-03 23:00:00,88.83094837465998
2020-08-04 00:00:00,89.08690115593734
2020-08-04 01:00:00,89.2108869089935
2020-08-04 02:00:00,89.06886976908791
2020-08-04 03:00:00,89.03017051829862
2020-08-04 04:00:00,89.1013934880612
2020-08-04 05:00:00,89.07365322493948
2020-08-04 06:00:00,88.99586107701084
2020-08-04 07:00:00,89.02934990593393
2020-08-04 08:00:00,89.04636231964633
2020-08-04 09:00:00,89.01812577520863
2020-08-04 10:00:00,89.0516559532976
2020-08-04 11:00:00,89.03587187852231
2020-08-04 12:00:00,89.00600770940633
2020-08-04 13:00:00,89.15353310885862
2020-08-04 14:00:00,89.28063721846057
2020-08-04 15:00:00,89.02227296431448
2020-08-04 16:00:00,88.70035025801248
2020-08-04 17:00:00,88.89341662400854
2020-08-04 18:00:00,89.13995419473353
2020-08-04 19:00:00,89.03172610111542
2020-08-04 20:00:00,89.3049272436498
2020-08-04 21:00:00,89.14909211204261
2020-08-04 22:00:00,89.06424634081327
2020-08-04 23:00:00,89.32262311101353
2020-08-05 00:00:00,88.90123105536021
2020-08-05 01:00:00,89.03934764216112
2020-08-05 02:00:00,89.28835239252467
2020-08-05 03:00:00,89.14644216283665
2020-08-05 04:00:00,89.12271727995412
2020-08-05 05:00:00,89.06493808713869
2020-08-05 06:00:00,89.12693931278542
2020-08-05 07:00:00,89.0574630303166
2020-08-05 08:00:00,88.8699445359831
2020-08-05 09:00:00,88.77692644863698
2020-08-05 10:00:00,89.06025297171985
2020-08-05 11:00:00,88.6595658072363
2020-08-05 12:00:00,88.79211910026437
2020-08-05 13:00:00,88.98731684825718
2020-08-05 14:00:00,88.90937598872783
2020-08-05 15:00:00,89.02007956350695
2020-08-05 16:00:00,88.98525028505384
2020-08-05 17:00:00,88.81877982795423
2020-08-05 18:00:00,88.6705497672871
2020-08-05 19:00:00,88.75198157176793
2020-08-05 20:00:00,88.84054378762019
2020-08-05 21:00:00,88.99475167206461
2020-08-05 22:00:00,88.99359477311754
2020-08-05 23:00:00,88.89210046061649
2020-08-06 00:00:00,88.35026695512695
2020-08-06 08:00:00,88.50693906558618
2020-08-06 09:00:00,88.97932950607647
2020-08-06 10:00:00,89.0333208190243
2020-08-06 11:00:00,88.97941817934208
2020-08-06 12:00:00,88.95753670430575
2020-08-06 13:00:00,88.96741679995772
2020-08-06 14:00:00,88.97351787611186
2020-08-06 15:00:00,88.93385063664522
2020-08-06 16:00:00,88.98178665043724
2020-08-06 17:00:00,88.87275997002399
2020-08-06 18:00:00,89.0533332588081
2020-08-06 19:00:00,89.1951781063155
2020-08-06 20:00:00,89.0671494432353
2020-08-06 21:00:00,89.0931494493679
2020-08-06 22:00:00,89.10873509808518
2020-08-06 23:00:00,88.98843502702337
2020-08-07 00:00:00,88.41841488192331
2020-08-07 01:00:00,88.55560751931347
2020-08-07 02:00:00,88.56608393704668
2020-08-07 03:00:00,88.48832700286691
2020-08-07 04:00:00,88.61326728138722
2020-08-07 05:00:00,88.46553069079575
2020-08-07 06:00:00,88.86112638570586
2020-08-07 07:00:00,88.70490752310758
2020-08-07 08:00:00,88.75777376965938
2020-08-07 09:00:00,88.47026303495504
2020-08-07 10:00:00,87.69517557911773
2020-08-07 11:00:00,86.79787639631267
2020-08-07 12:00:00,86.88257383422825
2020-08-07 13:00:00,86.86129554390051
2020-08-07 14:00:00,86.82763788420988
2020-08-07 15:00:00,86.83464939488317
2020-08-07 16:00:00,86.88729230994842
2020-08-07 17:00:00,86.86939291658864
2020-08-07 18:00:00,86.9312978799745
2020-08-07 19:00:00,86.83230185189615
2020-08-07 20:00:00,86.83712372243377
2020-08-07 21:00:00,86.86617932989985
2020-08-07 22:00:00,86.89102538348534
2020-08-07 23:00:00,86.80548165915454
2020-08-08 00:00:00,86.47170747098325
2020-08-08 01:00:00,86.57317284122418
2020-08-08 02:00:00,86.60434649119631
2020-08-08 03:00:00,86.73338806699668
2020-08-08 04:00:00,86.70426803815145
2020-08-08 05:00:00,86.6091993939202
2020-08-08 06:00:00,86.62017386325614
2020-08-08 07:00:00,86.52196676480021
2020-08-08 08:00:00,86.7509756541546
2020-08-08 09:00:00,87.36830316447104
2020-08-08 10:00:00,87.40035139192976
2020-08-08 11:00:00,87.37032077375154
2020-08-08 12:00:00,87.2701824122048
2020-08-08 13:00:00,87.25800379498365
2020-08-08 14:00:00,87.036765819561
2020-08-08 15:00:00,87.03586985514329
2020-08-08 16:00:00,87.16916759114702
2020-08-08 17:00:00,86.93259893813531
2020-08-08 18:00:00,87.25413045559911
2020-08-08 19:00:00,87.32196024522472
2020-08-08 20:00:00,87.23162697441413
2020-08-08 21:00:00,87.33279232090877
2020-08-08 22:00:00,87.1690107487636
2020-08-08 23:00:00,87.18674077918611
2020-08-09 00:00:00,87.02937143930893
2020-08-09 01:00:00,87.02723880656332
2020-08-09 02:00:00,86.93731692555089
2020-08-09 03:00:00,87.02118415642286
2020-08-09 04:00:00,87.05015694588434
2020-08-09 05:00:00,86.86749794597112
2020-08-09 06:00:00,86.9406113930807
2020-08-09 07:00:00,86.74235199019344
2020-08-09 08:00:00,87.08275324283946
2020-08-09 09:00:00,87.0262070668839
2020-08-09 10:00:00,87.11516515820988
2020-08-09 11:00:00,87.01631484163744
2020-08-09 12:00:00,87.10175633027939
2020-08-09 13:00:00,87.02219450169015
2020-08-09 14:00:00,87.16028093656175
2020-08-09 15:00:00,87.04996988662666
2020-08-09 16:00:00,86.9272344425759
2020-08-09 17:00:00,87.06358407177323
2020-08-09 18:00:00,87.14753824369512
2020-08-09 19:00:00,87.10672217443704
2020-08-09 20:00:00,87.12012522804572
2020-08-09 21:00:00,87.18987818507077
2020-08-09 22:00:00,87.1168483749023
2020-08-09 23:00:00,86.95075732297009
2020-08-10 00:00:00,86.85946841541114
2020-08-10 01:00:00,86.83230059149318
2020-08-10 02:00:00,87.161777142312
2020-08-10 03:00:00,87.18741651118688
2020-08-10 04:00:00,87.25822147504914
2020-08-10 05:00:00,86.8580054116725
2020-08-10 06:00:00,86.96594322619441
2020-08-10 07:00:00,87.01111155006919
2020-08-10 08:00:00,87.22781940444455
2020-08-10 09:00:00,87.32961486767745
2020-08-10 10:00:00,87.2734957000965
2020-08-10 11:00:00,88.36802108533169
2020-08-10 12:00:00,88.60466780626562
2020-08-10 13:00:00,88.45026373413002
2020-08-10 14:00:00,87.01104806769331
2020-08-10 15:00:00,86.6499145372078
2020-08-10 16:00:00,86.46738525988897
2020-08-10 17:00:00,86.5006965534939
2020-08-10 18:00:00,86.48818687937163
2020-08-10 19:00:00,86.38868150006354
2020-08-10 20:00:00,86.49965622435346
2020-08-10 21:00:00,86.51847296798266
2020-08-10 22:00:00,86.50049727231038
2020-08-10 23:00:00,86.48472390593297
2020-08-11 00:00:00,86.07941242057099
2020-08-11 01:00:00,86.42017811890682
2020-08-11 02:00:00,86.43417930806936
2020-08-11 03:00:00,86.43654815010714
2020-08-11 04:00:00,86.25504760529537
2020-08-11 05:00:00,86.33092108932796
2020-08-11 06:00:00,86.20190969724926
2020-08-11 07:00:00,86.26311339139713
2020-08-11 08:00:00,86.71484691742025
2020-08-11 09:00:00,87.0586737149151
2020-08-11 10:00:00,87.01381959040897
2020-08-11 11:00:00,86.92866540550241
2020-08-11 12:00:00,86.86443920417545
2020-08-11 13:00:00,87.09189668318037
2020-08-11 14:00:00,87.0302286862156
2020-08-11 15:00:00,86.92049675340938
2020-08-11 16:00:00,87.03558087945261
2020-08-11 17:00:00,87.00195383218264
2020-08-11 18:00:00,87.08914213380676
2020-08-11 19:00:00,86.75562929444146
2020-08-11 20:00:00,86.70734934088546
2020-08-11 21:00:00,86.76398804692379
2020-08-11 22:00:00,86.88976400759012
2020-08-11 23:00:00,86.79857885365756
2020-08-12 00:00:00,86.35169014522701
2020-08-12 01:00:00,86.11469671421379
