,ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_pressure_in,ExtCondensTurbineOP.steam_temperature_in,ExtCondensTurbineOP.electricity_generation,ExtCondensTurbineOP.steam_pressure_out,ExtCondensTurbineOP.steam_temperature_out,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.steam_pressure_side,ExtCondensTurbineOP.steam_temperature_side
2020-09-04 00:00:00,86.33727272727275,3.0127272727272727,428.8472727272727,11.973636363636365,-86.55090909090909,52.73454545454547,25.831818181818186,0.8763636363636362,331.52272727272725
2020-09-04 00:01:00,85.83099999999999,3.049,428.413,11.873999999999999,-86.55499999999999,52.697,26.067,0.876,331.315
2020-09-04 00:02:00,86.33,3.0224999999999995,428.10999999999996,11.940833333333336,-86.54666666666664,52.67583333333334,25.940833333333327,0.8758333333333334,331.0625
2020-09-04 00:03:00,86.71333333333332,3.0349999999999997,427.95166666666677,11.936666666666667,-86.54833333333335,52.63833333333333,26.419999999999998,0.875,330.9466666666667
2020-09-04 00:04:00,86.16571428571429,3.0100000000000002,427.26000000000005,11.842857142857143,-86.52999999999999,52.621428571428574,26.43285714285714,0.8728571428571428,330.7914285714286
2020-09-04 00:05:00,86.14,3.034545454545454,426.76363636363635,11.818181818181818,-86.5290909090909,52.614545454545464,26.645454545454548,0.8718181818181818,330.5463636363636
2020-09-04 00:06:00,86.3490909090909,3.041818181818181,426.71181818181816,11.872727272727273,-86.51727272727273,52.56545454545455,26.69545454545454,0.8745454545454545,330.1090909090909
2020-09-04 00:07:00,86.91,3.028181818181817,426.8154545454545,11.963636363636363,-86.49636363636364,52.536363636363646,26.60727272727273,0.8781818181818181,329.75272727272727
2020-09-04 00:08:00,86.36250000000001,3.0016666666666665,426.58750000000003,11.915833333333333,-86.49916666666667,52.53083333333333,25.980833333333333,0.8758333333333334,329.7325
2020-09-04 00:09:00,86.0075,3.02,426.1191666666666,11.864999999999997,-86.50833333333333,52.55416666666665,25.475000000000005,0.8758333333333334,329.6458333333333
2020-09-04 00:10:00,87.85181818181817,2.9818181818181824,425.72272727272724,11.866363636363637,-86.52636363636363,52.57,29.21363636363636,0.8645454545454544,329.42545454545456
2020-09-04 00:11:00,88.6425,2.943333333333333,425.20666666666665,11.644999999999998,-86.745,52.538333333333334,31.83083333333333,0.8683333333333332,329.28416666666664
2020-09-04 00:12:00,87.96750000000002,2.9249999999999994,424.675,11.5475,-86.90500000000002,52.37833333333334,31.355833333333333,0.8750000000000001,329.13166666666666
2020-09-04 00:13:00,84.10499999999999,2.959166666666667,424.2483333333334,11.504166666666668,-86.90333333333332,52.155833333333334,26.49083333333333,0.8524999999999999,328.96083333333337
2020-09-04 00:14:00,75.02583333333332,3.0674999999999994,424.5066666666666,11.111666666666666,-86.90499999999999,52.020833333333336,18.138333333333332,0.8050000000000002,327.6583333333333
2020-09-04 00:15:00,80.3275,3.0833333333333335,425.5241666666666,11.468333333333334,-86.88999999999999,51.961666666666666,22.65833333333333,0.8150000000000001,325.3875
2020-09-04 00:16:00,80.96583333333334,3.079166666666667,426.62833333333333,11.499166666666667,-86.8825,51.905,23.271666666666672,0.8125000000000001,324.32916666666665
2020-09-04 00:17:00,87.50166666666667,3.053333333333333,427.2408333333333,12.0475,-86.86833333333334,51.92250000000001,28.707499999999992,0.8291666666666667,324.1475
2020-09-04 00:18:00,87.93666666666665,3.005833333333333,427.3416666666665,12.060833333333335,-86.86583333333334,52.01499999999999,29.344166666666666,0.8266666666666668,324.96833333333336
2020-09-04 00:19:00,87.90083333333332,3.0033333333333334,427.0058333333333,12.037500000000001,-86.85500000000002,52.1225,29.801666666666666,0.8250000000000002,325.59833333333336
2020-09-04 00:20:00,88.30916666666667,3.0133333333333323,426.7858333333333,12.060000000000002,-86.86333333333334,52.19416666666667,30.111666666666665,0.8225000000000001,325.95250000000004
2020-09-04 00:21:00,88.63166666666666,2.9783333333333335,426.84166666666664,12.096666666666664,-86.85083333333334,52.220000000000006,30.580000000000002,0.8250000000000002,326.2683333333334
2020-09-04 00:22:00,88.48416666666667,3.0116666666666667,426.90416666666664,12.087499999999999,-86.86583333333334,52.23,30.3875,0.8208333333333334,326.4566666666667
2020-09-04 00:23:00,88.43666666666665,3.0225000000000004,427.0566666666667,12.092500000000001,-86.85500000000002,52.225,30.462500000000002,0.8233333333333334,326.4566666666667
2020-09-04 00:24:00,88.69916666666666,3.0225000000000004,427.3016666666667,12.112500000000002,-86.85083333333334,52.23500000000001,30.4675,0.8250000000000001,326.6125
2020-09-04 00:25:00,87.90583333333332,3.001666666666667,427.4816666666666,12.0575,-86.815,52.225,29.852500000000006,0.8216666666666668,326.6941666666667
2020-09-04 00:26:00,84.91545454545454,3.0454545454545454,427.5172727272727,11.805454545454547,-86.82363636363634,52.23727272727274,27.278181818181814,0.8127272727272729,326.31363636363636
2020-09-04 00:27:00,89.31800000000001,3.045,427.54499999999996,12.222999999999999,-86.80999999999999,52.199,30.307,0.837,326.3280000000001
2020-09-04 00:28:00,90.95333333333333,3.041666666666666,427.565,12.41666666666667,-86.79416666666664,52.229166666666664,31.163333333333338,0.8474999999999998,326.6433333333334
2020-09-04 00:29:00,91.17166666666667,3.049166666666667,427.6816666666667,12.4475,-86.79166666666664,52.30916666666667,31.015000000000004,0.8499999999999998,326.9591666666667
2020-09-04 00:30:00,90.92250000000001,3.034166666666667,427.6841666666666,12.431666666666667,-86.78249999999998,52.38999999999999,30.67833333333333,0.8499999999999998,327.02833333333336
