,CFBoilerOP.hp_steam_boiler_opt
2020-08-11 00:59:00,70.0
2020-08-11 01:07:00,70.0
2020-08-11 01:15:00,70.0
2020-08-11 01:23:00,70.0
2020-08-11 01:31:00,70.0
2020-08-11 01:39:00,71.17258474576192
2020-08-11 01:47:00,70.0
2020-08-11 01:55:00,70.0
2020-08-11 02:03:00,71.10669491525387
2020-08-11 02:11:00,70.0
2020-08-11 02:19:00,70.0
2020-08-11 02:27:00,70.74211864406756
2020-08-11 02:35:00,74.25737288135748
2020-08-11 02:43:00,70.0
2020-08-11 02:51:00,70.0
2020-08-11 02:59:00,70.0
2020-08-11 03:07:00,70.0
2020-08-11 03:15:00,70.0
2020-08-11 03:23:00,70.0
2020-08-11 03:31:00,70.0
2020-08-11 03:39:00,70.0
2020-08-11 03:47:00,70.0
2020-08-11 03:55:00,70.0
2020-08-11 04:03:00,70.0
2020-08-11 04:11:00,70.0
2020-08-11 04:19:00,70.0
2020-08-11 04:27:00,70.0
2020-08-11 04:35:00,70.0
2020-08-11 04:43:00,69.7
2020-08-11 04:51:00,69.6
2020-08-11 04:59:00,69.6
2020-08-11 05:07:00,68.3
2020-08-11 05:15:00,68.5
2020-08-11 05:23:00,70.0
2020-08-11 05:31:00,70.0
2020-08-11 05:39:00,69.8
2020-08-11 05:47:00,70.0
2020-08-11 05:55:00,69.5
2020-08-11 06:03:00,70.0
2020-08-11 06:11:00,70.0
2020-08-11 06:19:00,70.0
2020-08-11 06:27:00,69.8
2020-08-11 06:35:00,70.0
2020-08-11 06:43:00,70.0
2020-08-11 06:51:00,68.8
2020-08-11 06:59:00,70.0
2020-08-11 07:07:00,70.0
2020-08-11 07:15:00,69.89999999998636
2020-08-11 07:23:00,69.65567796610264
2020-08-11 07:31:00,69.2999999999949
2020-08-11 07:39:00,70.0
2020-08-11 07:47:00,68.499999999978
2020-08-11 07:55:00,70.0
2020-08-11 08:03:00,72.8800000000023
2020-08-11 08:11:00,79.02179378531011
2020-08-11 08:19:00,79.2
2020-08-11 08:27:00,79.6
2020-08-11 08:35:00,77.0
2020-08-11 08:43:00,78.09627118644096
2020-08-11 08:51:00,77.20525423728931
2020-08-11 08:59:00,78.1
2020-08-11 09:07:00,79.08000000004945
2020-08-11 09:15:00,71.26500000012854
2020-08-11 09:23:00,70.03000000000523
2020-08-11 09:31:00,72.39416666699067
2020-08-11 09:39:00,71.54499999988964
2020-08-11 09:47:00,72.03833333323476
2020-08-11 09:55:00,73.27833333306829
2020-08-11 10:03:00,70.64000000015066
2020-08-11 10:11:00,73.8199999999305
2020-08-11 10:19:00,70.93000000026329
2020-08-11 10:27:00,71.0300000002643
2020-08-11 10:35:00,78.6
2020-08-11 10:43:00,71.19999999988812
2020-08-11 10:51:00,79.45000000015477
2020-08-11 10:59:00,71.20999999988646
2020-08-11 11:07:00,80.0
2020-08-11 11:15:00,71.19000000009221
2020-08-11 11:23:00,72.24166666651325
2020-08-11 11:31:00,77.87333333333035
2020-08-11 11:39:00,70.39999999993925
2020-08-11 11:47:00,80.0
2020-08-11 11:55:00,78.7
2020-08-11 12:03:00,71.13416666665262
2020-08-11 12:11:00,70.0
2020-08-11 12:19:00,70.0
2020-08-11 12:27:00,78.63000000000413
2020-08-11 12:35:00,78.0
2020-08-11 12:43:00,80.0
2020-08-11 12:51:00,79.1
2020-08-11 12:59:00,70.25999999998282
2020-08-11 13:07:00,79.89000000000671
2020-08-11 13:15:00,79.9233333333283
2020-08-11 13:23:00,80.0
2020-08-11 13:31:00,80.0
2020-08-11 13:39:00,80.0
2020-08-11 13:47:00,79.39499999998282
2020-08-11 13:55:00,79.80750000000165
2020-08-11 14:03:00,79.97000000000382
2020-08-11 14:11:00,80.0
2020-08-11 14:19:00,79.9900000000181
2020-08-11 14:27:00,79.9000000000132
2020-08-11 14:35:00,80.0
2020-08-11 14:43:00,80.0
2020-08-11 14:51:00,80.0
2020-08-11 14:59:00,72.19999999999445
2020-08-11 15:07:00,76.72000000001266
2020-08-11 15:15:00,77.8199999999954
2020-08-11 15:23:00,77.98000000002615
2020-08-11 15:31:00,70.0
2020-08-11 15:39:00,79.58000000000631
2020-08-11 15:47:00,77.73999999999356
2020-08-11 15:55:00,78.0
2020-08-11 16:03:00,70.0
2020-08-11 16:11:00,77.4
2020-08-11 16:19:00,70.50420650093558
2020-08-11 16:27:00,70.0
2020-08-11 16:35:00,80.0
2020-08-11 16:43:00,79.30000000000429
2020-08-11 16:51:00,80.0
2020-08-11 16:59:00,79.36976741774969
2020-08-11 17:07:00,70.0
2020-08-11 17:15:00,70.0
2020-08-11 17:23:00,79.24416666667591
2020-08-11 17:31:00,80.0
2020-08-11 17:39:00,73.30166666666962
2020-08-11 17:47:00,71.16750000001252
2020-08-11 17:55:00,71.8308333333326
2020-08-11 18:03:00,80.0
2020-08-11 18:11:00,76.65749999999433
2020-08-11 18:19:00,80.0
2020-08-11 18:27:00,79.30999999999867
2020-08-11 18:35:00,80.0
2020-08-11 18:43:00,71.79040902301614
2020-08-11 18:51:00,71.96787676277386
2020-08-11 18:59:00,70.85842004367399
2020-08-11 19:07:00,80.0
2020-08-11 19:15:00,70.0
2020-08-11 19:23:00,80.0
2020-08-11 19:31:00,70.0
2020-08-11 19:39:00,80.0
2020-08-11 19:47:00,79.28999999991169
2020-08-11 19:55:00,79.32999999985336
2020-08-11 20:03:00,80.0
2020-08-11 20:11:00,70.08833333333264
2020-08-11 20:19:00,78.75000000005957
2020-08-11 20:27:00,71.1500000000414
2020-08-11 20:35:00,78.43999999985567
2020-08-11 20:43:00,78.9
2020-08-11 20:51:00,70.22999999985532
2020-08-11 20:59:00,70.0
2020-08-11 21:07:00,79.89999999937585
2020-08-11 21:15:00,79.94999996385525
2020-08-11 21:23:00,79.6
2020-08-11 21:31:00,70.0
2020-08-11 21:39:00,80.0
2020-08-11 21:47:00,72.91766504553541
2020-08-11 21:55:00,70.0
2020-08-11 22:03:00,70.0
2020-08-11 22:11:00,70.0
2020-08-11 22:19:00,70.0
2020-08-11 22:27:00,70.1300000000159
2020-08-11 22:35:00,70.0
2020-08-11 22:43:00,71.21710370799855
2020-08-11 22:51:00,78.90999999992681
2020-08-11 22:59:00,80.0
2020-08-11 23:07:00,79.4
2020-08-11 23:15:00,80.0
2020-08-11 23:23:00,80.0
2020-08-11 23:31:00,79.6
2020-08-11 23:39:00,79.2
2020-08-11 23:47:00,73.24999999998512
2020-08-11 23:55:00,77.68999999999926
2020-08-12 00:03:00,55.0
2020-08-12 00:11:00,62.799999999912615
2020-08-12 00:19:00,70.0
2020-08-12 00:27:00,70.0
2020-08-12 00:35:00,70.0
2020-08-12 00:43:00,70.0
2020-08-12 00:51:00,69.71991525423805
2020-08-12 00:59:00,68.16800847457617
2020-08-12 01:07:00,69.11372881355923
2020-08-12 01:15:00,66.44317796610186
2020-08-12 01:23:00,68.9
2020-08-12 01:31:00,55.0
2020-08-12 01:39:00,61.30000000096392
2020-08-12 01:47:00,55.0
2020-08-12 01:55:00,64.7
2020-08-12 02:03:00,65.52708686440647
2020-08-12 02:11:00,64.44767302262925
2020-08-12 02:19:00,65.60833333335319
2020-08-12 02:27:00,62.78333333246569
2020-08-12 02:35:00,66.1
2020-08-12 02:43:00,64.76666666666667
2020-08-12 02:51:00,67.0
2020-08-12 02:59:00,66.2
2020-08-12 03:07:00,67.0
2020-08-12 03:15:00,64.18983050847407
2020-08-12 03:23:00,66.8
2020-08-12 03:31:00,67.4
2020-08-12 03:39:00,68.0
2020-08-12 03:47:00,68.0
2020-08-12 03:55:00,65.64682203389827
2020-08-12 04:03:00,69.9
2020-08-12 04:11:00,70.0
2020-08-12 04:19:00,70.0
2020-08-12 04:27:00,70.0
2020-08-12 04:35:00,69.2
2020-08-12 04:43:00,70.0
2020-08-12 04:51:00,69.0
2020-08-12 04:59:00,70.0
2020-08-12 05:07:00,70.0
2020-08-12 05:15:00,70.0
2020-08-12 05:23:00,69.22500000000001
2020-08-12 05:31:00,70.0
2020-08-12 05:39:00,68.7
2020-08-12 05:47:00,70.0
2020-08-12 05:55:00,70.0
2020-08-12 06:03:00,70.0
2020-08-12 06:11:00,70.0
2020-08-12 06:19:00,70.0
2020-08-12 06:27:00,70.0
2020-08-12 06:35:00,68.2
2020-08-12 06:43:00,65.8
2020-08-12 06:51:00,69.7
2020-08-12 06:59:00,66.0
2020-08-12 07:07:00,66.7
2020-08-12 07:15:00,70.0
2020-08-12 07:23:00,69.8
2020-08-12 07:31:00,70.0
2020-08-12 07:39:00,70.0
2020-08-12 07:47:00,70.0
2020-08-12 07:55:00,70.0
2020-08-12 08:03:00,74.8
2020-08-12 08:11:00,75.8
2020-08-12 08:19:00,73.0
2020-08-12 08:27:00,73.7
2020-08-12 08:35:00,73.6
2020-08-12 08:43:00,78.2999999999989
2020-08-12 08:51:00,78.35491525423683
2020-08-12 08:59:00,73.9
2020-08-12 09:07:00,77.79999999991831
2020-08-12 09:15:00,80.0
2020-08-12 09:23:00,78.46000000001611
2020-08-12 09:31:00,78.14000000010452
2020-08-12 09:39:00,78.9
2020-08-12 09:47:00,78.26999999994423
2020-08-12 09:55:00,78.46999999992883
2020-08-12 10:03:00,71.30999999977105
2020-08-12 10:11:00,78.95999999967519
2020-08-12 10:19:00,71.66999999983827
2020-08-12 10:27:00,70.82000000018957
2020-08-12 10:35:00,79.5133333336561
2020-08-12 10:43:00,79.59166666639874
2020-08-12 10:51:00,79.1
2020-08-12 10:59:00,71.60999999994144
2020-08-12 11:07:00,79.1
2020-08-12 11:15:00,70.0
2020-08-12 11:23:00,77.2
2020-08-12 11:31:00,77.9
2020-08-12 11:39:00,78.4
2020-08-12 11:47:00,76.2
2020-08-12 11:55:00,77.83790960454445
2020-08-12 12:03:00,80.0
2020-08-12 12:11:00,76.22793079095692
2020-08-12 12:19:00,78.2
2020-08-12 12:27:00,71.53916666667506
2020-08-12 12:35:00,78.6
2020-08-12 12:43:00,71.23000000000751
2020-08-12 12:51:00,80.0
2020-08-12 12:59:00,80.0
2020-08-12 13:07:00,79.4
2020-08-12 13:15:00,80.0
2020-08-12 13:23:00,79.19000000001634
2020-08-12 13:31:00,80.0
2020-08-12 13:39:00,80.0
2020-08-12 13:47:00,70.43000000000733
2020-08-12 13:55:00,71.22749999999579
2020-08-12 14:03:00,70.14666666666935
2020-08-12 14:11:00,79.13333333330259
2020-08-12 14:19:00,79.6
2020-08-12 14:27:00,79.8
2020-08-12 14:35:00,77.7
2020-08-12 14:43:00,75.78333333333335
2020-08-12 14:51:00,72.3
2020-08-12 14:59:00,78.85995762711639
2020-08-12 15:07:00,76.5
2020-08-12 15:15:00,80.0
2020-08-12 15:23:00,80.0
2020-08-12 15:31:00,78.1
2020-08-12 15:39:00,80.0
2020-08-12 15:47:00,77.4
2020-08-12 15:55:00,71.62999999998904
2020-08-12 16:03:00,70.31833333332008
2020-08-12 16:11:00,80.0
2020-08-12 16:19:00,78.3
2020-08-12 16:27:00,71.7000000000041
2020-08-12 16:35:00,80.0
2020-08-12 16:43:00,71.46999999998224
2020-08-12 16:51:00,78.84999999999393
2020-08-12 16:59:00,80.0
2020-08-12 17:07:00,70.0
2020-08-12 17:15:00,77.77999999998879
2020-08-12 17:23:00,70.0
2020-08-12 17:31:00,78.83999999999938
2020-08-12 17:39:00,70.0
2020-08-12 17:47:00,79.0595468506448
2020-08-12 17:55:00,70.0
2020-08-12 18:03:00,80.0
2020-08-12 18:11:00,80.0
2020-08-12 18:19:00,79.3
2020-08-12 18:27:00,72.36764063858286
2020-08-12 18:35:00,73.901005114376
2020-08-12 18:43:00,72.36057688551122
2020-08-12 18:51:00,71.33000000000091
2020-08-12 18:59:00,79.77000000000854
2020-08-12 19:07:00,70.76249999979292
2020-08-12 19:15:00,80.0
2020-08-12 19:23:00,73.2908333332721
2020-08-12 19:31:00,71.89083333339086
2020-08-12 19:39:00,79.0
2020-08-12 19:47:00,80.0
2020-08-12 19:55:00,79.0
2020-08-12 20:03:00,78.3
2020-08-12 20:11:00,78.8
2020-08-12 20:19:00,78.1
2020-08-12 20:27:00,77.4
2020-08-12 20:35:00,80.0
2020-08-12 20:43:00,78.5
2020-08-12 20:51:00,77.8
2020-08-12 20:59:00,79.0
2020-08-12 21:07:00,77.8
2020-08-12 21:15:00,80.0
2020-08-12 21:23:00,77.97999999983706
2020-08-12 21:31:00,79.25
2020-08-12 21:39:00,80.0
2020-08-12 21:47:00,80.0
2020-08-12 21:55:00,80.0
2020-08-12 22:03:00,78.1
2020-08-12 22:11:00,72.2299999999992
2020-08-12 22:19:00,78.37999999999901
2020-08-12 22:27:00,70.33000000000956
2020-08-12 22:35:00,71.84000000000718
2020-08-12 22:43:00,78.7
2020-08-12 22:51:00,80.0
2020-08-12 22:59:00,78.0
2020-08-12 23:07:00,77.6384248385514
2020-08-12 23:15:00,79.8
2020-08-12 23:23:00,77.45947088508663
2020-08-12 23:31:00,80.0
2020-08-12 23:39:00,80.0
2020-08-12 23:47:00,80.0
2020-08-12 23:55:00,77.66873988184868
2020-08-13 00:03:00,71.09820268361408
2020-08-13 00:11:00,71.26271186440428
2020-08-13 00:19:00,70.0
2020-08-13 00:27:00,70.0
2020-08-13 00:35:00,70.0
2020-08-13 00:43:00,70.86940677966413
2020-08-13 00:51:00,70.0
2020-08-13 00:59:00,70.82614406779929
2020-08-13 01:07:00,70.0
2020-08-13 01:15:00,70.0
2020-08-13 01:23:00,70.0
2020-08-13 01:31:00,70.0
2020-08-13 01:39:00,70.0
2020-08-13 01:47:00,73.00833333333334
2020-08-13 01:55:00,70.0
2020-08-13 02:03:00,75.47949152541837
2020-08-13 02:11:00,70.0
2020-08-13 02:19:00,72.08783192090401
2020-08-13 02:27:00,70.0
2020-08-13 02:35:00,70.0
2020-08-13 02:43:00,70.0
2020-08-13 02:51:00,70.0
2020-08-13 02:59:00,70.0
2020-08-13 03:07:00,70.0
2020-08-13 03:15:00,70.0
2020-08-13 03:23:00,70.0
2020-08-13 03:31:00,70.0
2020-08-13 03:39:00,70.0
2020-08-13 03:47:00,72.3250423728839
2020-08-13 03:55:00,70.0
2020-08-13 04:03:00,70.0
2020-08-13 04:11:00,70.0
2020-08-13 04:19:00,70.0
2020-08-13 04:27:00,70.0
2020-08-13 04:35:00,70.0
2020-08-13 04:43:00,70.0
2020-08-13 04:51:00,70.0
2020-08-13 04:59:00,70.0
2020-08-13 05:07:00,70.0
2020-08-13 05:15:00,70.0
2020-08-13 05:23:00,70.0
2020-08-13 05:31:00,70.0
2020-08-13 05:39:00,70.0
2020-08-13 05:47:00,70.0
2020-08-13 05:55:00,70.0
2020-08-13 06:03:00,70.0
2020-08-13 06:11:00,70.0
2020-08-13 06:19:00,70.0
2020-08-13 06:27:00,70.0
2020-08-13 08:52:00,79.00750000000612
2020-08-13 09:00:00,78.70999999963045
2020-08-13 09:08:00,78.52333333345126
2020-08-13 09:16:00,78.89999999979011
2020-08-13 09:24:00,78.33999999983885
2020-08-13 09:32:00,78.31000000011726
2020-08-13 09:40:00,80.0
2020-08-13 09:48:00,80.0
2020-08-13 09:56:00,80.0
2020-08-13 10:04:00,80.0
2020-08-13 10:12:00,78.8
2020-08-13 10:20:00,73.73133362098686
2020-08-13 10:28:00,73.38559292231332
2020-08-13 10:36:00,72.57593235311893
2020-08-13 10:44:00,80.0
2020-08-13 10:52:00,80.0
2020-08-13 11:00:00,73.83854229437831
2020-08-13 11:08:00,79.3
2020-08-13 11:16:00,74.54261510163099
2020-08-13 11:24:00,74.24550847446733
2020-08-13 11:32:00,77.8
2020-08-13 11:40:00,79.6
2020-08-13 11:48:00,79.07912151928277
2020-08-13 11:56:00,79.28043364161539
2020-08-13 12:04:00,79.42999999999688
2020-08-13 12:12:00,78.5882026726674
2020-08-13 12:20:00,77.85999999999538
2020-08-13 12:28:00,79.4
2020-08-13 12:36:00,76.62999999999779
2020-08-13 12:44:00,77.23999999999162
2020-08-13 12:52:00,77.9
2020-08-13 13:00:00,77.73000000001082
2020-08-13 13:08:00,77.71000000000764
2020-08-13 13:16:00,77.73999999999371
2020-08-13 13:24:00,78.4200000000133
2020-08-13 13:32:00,80.0
2020-08-13 13:40:00,77.9699999999922
2020-08-13 13:48:00,78.00000000000249
2020-08-13 13:56:00,80.0
2020-08-13 14:04:00,80.0
2020-08-13 14:12:00,80.0
2020-08-13 14:20:00,80.0
2020-08-13 14:28:00,80.0
2020-08-13 14:36:00,78.1300000000091
2020-08-13 14:44:00,71.26664548540803
2020-08-13 14:52:00,79.37033850012322
2020-08-13 15:00:00,80.0
2020-08-13 15:08:00,80.0
2020-08-13 15:16:00,80.0
2020-08-13 15:24:00,80.0
2020-08-13 15:32:00,70.0
2020-08-13 15:40:00,72.06377434019423
2020-08-13 15:48:00,77.36000000000979
2020-08-13 15:56:00,79.2
2020-08-13 16:04:00,78.2
2020-08-13 16:12:00,78.5
2020-08-13 16:20:00,79.14961322855399
2020-08-13 16:28:00,80.0
2020-08-13 16:36:00,80.0
2020-08-13 16:44:00,80.0
2020-08-13 16:52:00,80.0
2020-08-13 17:00:00,80.0
2020-08-13 17:08:00,79.19000000000206
2020-08-13 17:16:00,80.0
2020-08-13 17:24:00,78.0
2020-08-13 17:32:00,77.4
2020-08-13 17:40:00,75.92000000000294
2020-08-13 17:48:00,77.3
2020-08-13 17:56:00,78.98261660212641
2020-08-13 18:04:00,79.11580354159508
2020-08-13 18:12:00,77.9
2020-08-13 18:20:00,77.3
2020-08-13 18:28:00,79.0
2020-08-13 18:36:00,80.0
2020-08-13 18:44:00,78.7
2020-08-13 18:52:00,79.0
2020-08-13 19:00:00,80.0
2020-08-13 19:08:00,80.0
2020-08-13 19:16:00,80.0
2020-08-13 19:24:00,80.0
2020-08-13 19:32:00,80.0
2020-08-13 19:40:00,80.0
2020-08-13 19:48:00,80.0
2020-08-13 19:56:00,80.0
2020-08-13 20:04:00,80.0
2020-08-13 20:12:00,80.0
2020-08-13 20:20:00,80.0
2020-08-13 20:28:00,80.0
2020-08-13 20:36:00,80.0
2020-08-13 20:44:00,70.30000000015903
2020-08-13 20:52:00,70.0
2020-08-13 21:00:00,79.1
2020-08-13 21:08:00,78.78999999981936
2020-08-13 21:16:00,77.9
2020-08-13 21:24:00,77.4
2020-08-13 21:32:00,79.5
2020-08-13 21:40:00,79.74999999983899
2020-08-13 21:48:00,80.0
2020-08-13 21:56:00,80.0
2020-08-13 22:04:00,80.0
2020-08-13 22:12:00,80.0
2020-08-13 22:20:00,80.0
2020-08-13 22:28:00,80.0
2020-08-13 22:36:00,80.0
2020-08-13 22:44:00,80.0
2020-08-13 22:52:00,78.6
2020-08-13 23:00:00,79.2
2020-08-13 23:08:00,78.5
2020-08-13 23:16:00,78.8
2020-08-13 23:24:00,77.8
2020-08-13 23:32:00,78.2
2020-08-13 23:40:00,79.49000000000102
2020-08-13 23:48:00,78.68999999999791
2020-08-13 23:56:00,76.44000000000042
2020-08-14 00:04:00,63.224576270821416
2020-08-14 00:12:00,70.0
2020-08-14 00:20:00,70.0
2020-08-14 00:28:00,70.0
2020-08-14 00:36:00,70.0
2020-08-14 00:44:00,70.0
2020-08-14 00:52:00,70.0
2020-08-14 01:00:00,70.0
2020-08-14 01:08:00,70.0
2020-08-14 01:16:00,70.0
2020-08-14 01:24:00,73.5
2020-08-14 01:32:00,70.0
2020-08-14 01:40:00,72.9
2020-08-14 01:48:00,73.3
2020-08-14 01:56:00,71.5874576271186
2020-08-14 02:04:00,73.38055084745665
2020-08-14 02:12:00,70.0
2020-08-14 02:20:00,70.0
2020-08-14 02:28:00,70.0
2020-08-14 02:36:00,70.0
2020-08-14 02:44:00,70.0
2020-08-14 02:52:00,70.0
2020-08-14 03:00:00,70.0
2020-08-14 03:08:00,70.0
2020-08-14 03:16:00,70.0
2020-08-14 03:24:00,70.0
2020-08-14 03:32:00,70.0
2020-08-14 03:40:00,70.0
2020-08-14 03:48:00,70.0
2020-08-14 03:56:00,70.0
2020-08-14 04:04:00,70.0
2020-08-14 04:12:00,70.0
2020-08-14 04:20:00,70.0
2020-08-14 04:28:00,70.0
2020-08-14 04:36:00,70.0
2020-08-14 04:44:00,70.0
2020-08-14 04:52:00,70.0
2020-08-14 05:00:00,70.0
2020-08-14 05:08:00,71.55614406779694
2020-08-14 05:16:00,70.0
2020-08-14 05:24:00,70.0
2020-08-14 05:32:00,70.0
2020-08-14 05:40:00,70.0
2020-08-14 05:48:00,70.0
2020-08-14 05:56:00,70.0
2020-08-14 06:04:00,70.0
2020-08-14 06:12:00,70.0
2020-08-14 06:20:00,70.0
2020-08-14 06:28:00,70.0
2020-08-14 06:36:00,71.15555084745833
2020-08-14 06:44:00,70.0
2020-08-14 06:52:00,70.0
