,CFBoilerOP.hp_steam_boiler_opt
2020-08-12 12:43:00,79.5
2020-08-12 12:51:00,70.66000000002933
2020-08-12 12:59:00,70.12999999997969
2020-08-12 13:07:00,70.2600000000112
2020-08-12 13:15:00,70.409999999992
2020-08-12 13:23:00,70.0
2020-08-12 13:31:00,70.38000000000675
2020-08-12 13:39:00,70.41750000000233
2020-08-12 13:47:00,79.1
2020-08-12 13:55:00,78.8
2020-08-12 14:03:00,79.5
2020-08-12 14:11:00,70.0
2020-08-12 14:19:00,70.9199999999966
2020-08-12 14:27:00,71.77999999999385
2020-08-12 14:35:00,73.50999999997912
2020-08-12 14:43:00,78.96166666665788
2020-08-12 14:51:00,79.42000000000135
2020-08-12 14:59:00,78.5
2020-08-12 15:07:00,78.23822033898527
2020-08-12 15:15:00,70.34000000001275
2020-08-12 15:23:00,70.9199999999914
2020-08-12 15:31:00,70.99999999999775
2020-08-12 15:39:00,70.09999999999995
2020-08-12 15:47:00,71.18999999999336
2020-08-12 15:55:00,75.7
2020-08-12 16:03:00,79.6
2020-08-12 16:11:00,71.74000000000495
2020-08-12 16:19:00,70.6500000000048
2020-08-12 16:27:00,78.3
2020-08-12 16:35:00,70.37999999998868
2020-08-12 16:43:00,79.4
2020-08-12 16:51:00,70.0
2020-08-12 16:59:00,70.12000000000452
2020-08-12 17:07:00,76.9899999999979
2020-08-12 17:15:00,70.0
2020-08-12 17:23:00,78.2000000000115
2020-08-12 17:31:00,70.0
2020-08-12 17:39:00,78.69000000001377
2020-08-12 17:47:00,70.0
2020-08-12 17:55:00,78.73999999999128
2020-08-12 18:03:00,71.6258031883569
2020-08-12 18:11:00,78.49999999998694
2020-08-12 18:19:00,78.9399999999998
2020-08-12 18:27:00,77.9
2020-08-12 18:35:00,78.3
2020-08-12 18:43:00,79.6
2020-08-12 18:51:00,78.1
2020-08-12 18:59:00,77.9
2020-08-12 19:07:00,79.8
2020-08-12 19:15:00,70.87583333326276
2020-08-12 19:23:00,77.2
2020-08-12 19:31:00,78.1
2020-08-12 19:39:00,78.67999999994885
2020-08-12 19:47:00,79.04083333333767
2020-08-12 19:55:00,73.2958333333114
2020-08-12 20:03:00,72.06833333332115
2020-08-12 20:11:00,73.24000000007705
2020-08-12 20:19:00,72.96999999965084
2020-08-12 20:27:00,73.17999999993592
2020-08-12 20:35:00,71.36999999980127
2020-08-12 20:43:00,73.46000000018151
2020-08-12 20:51:00,73.02999999994945
2020-08-12 20:59:00,70.95000000010063
2020-08-12 21:07:00,70.9225000002475
2020-08-12 21:15:00,72.23816386499034
2020-08-12 21:23:00,70.0
2020-08-12 21:31:00,71.74999999997847
2020-08-12 21:39:00,70.04250000018475
2020-08-12 21:47:00,70.32000000016635
2020-08-12 21:55:00,72.37999999989596
2020-08-12 22:03:00,72.96999999998755
2020-08-12 22:11:00,75.8
2020-08-12 22:19:00,70.0
2020-08-12 22:27:00,79.7
2020-08-12 22:35:00,78.2
2020-08-12 22:43:00,72.18589953426496
2020-08-12 22:51:00,76.04943296250495
2020-08-12 22:59:00,72.9517022327597
2020-08-12 23:07:00,78.6
2020-08-12 23:15:00,77.0134388993551
2020-08-12 23:23:00,79.5
2020-08-12 23:31:00,79.28862833071157
2020-08-12 23:39:00,77.37232396470603
2020-08-12 23:47:00,79.24286032259319
2020-08-12 23:55:00,79.5
2020-08-13 00:03:00,73.5
2020-08-13 00:11:00,74.9
2020-08-13 00:19:00,66.30182203389847
2020-08-13 00:27:00,70.57894067796482
2020-08-13 00:35:00,71.16610169491335
2020-08-13 00:43:00,73.1
2020-08-13 00:51:00,70.26927966101633
2020-08-13 00:59:00,70.9
2020-08-13 01:07:00,68.4010593220345
2020-08-13 01:15:00,66.65343220339078
2020-08-13 01:23:00,68.37377118644179
2020-08-13 01:31:00,62.37484463277002
2020-08-13 01:39:00,66.84050847457537
2020-08-13 01:47:00,73.23587923728809
2020-08-13 01:55:00,71.24399364406781
2020-08-13 02:03:00,75.5
2020-08-13 02:11:00,71.1766101694897
2020-08-13 02:19:00,70.0
2020-08-13 02:27:00,71.11691384180968
2020-08-13 02:35:00,69.33276129943461
2020-08-13 02:43:00,68.58680084745777
2020-08-13 02:51:00,68.60628884180696
2020-08-13 02:59:00,65.50717867231606
2020-08-13 03:07:00,66.17708333333444
2020-08-13 03:15:00,66.50852754237302
2020-08-13 03:23:00,63.270667372881526
2020-08-13 03:31:00,66.68247175141293
2020-08-13 03:39:00,69.34752118644016
2020-08-13 03:47:00,70.0
2020-08-13 03:55:00,66.45487288135645
2020-08-13 04:03:00,67.044322033898
2020-08-13 04:11:00,64.8613559322047
2020-08-13 04:19:00,65.42847457627259
2020-08-13 04:27:00,64.25669491525238
2020-08-13 04:35:00,65.08491525423567
2020-08-13 04:43:00,69.23104872881235
2020-08-13 04:51:00,69.26427612994449
2020-08-13 04:59:00,65.90557909604588
2020-08-13 05:07:00,64.75639830508396
2020-08-13 05:15:00,66.97080508474531
2020-08-13 05:23:00,63.77080508474614
2020-08-13 05:31:00,62.43012711864374
2020-08-13 05:39:00,63.37199152542498
2020-08-13 05:47:00,68.42881355932315
2020-08-13 05:55:00,68.08016949152582
2020-08-13 06:03:00,68.01639830508516
2020-08-13 06:11:00,66.32528601694854
2020-08-13 06:19:00,66.43644067796434
2020-08-13 06:27:00,66.80069562146899
2020-08-13 08:52:00,77.6
2020-08-13 09:00:00,78.3
2020-08-13 09:08:00,80.0
2020-08-13 09:16:00,78.8
2020-08-13 09:24:00,77.5
2020-08-13 09:32:00,78.4
2020-08-13 09:40:00,77.59999999952024
2020-08-13 09:48:00,73.64393832196714
2020-08-13 09:56:00,78.43143718914943
2020-08-13 10:04:00,80.0
2020-08-13 10:12:00,79.82008474577398
2020-08-13 10:20:00,79.6
2020-08-13 10:28:00,78.3
2020-08-13 10:36:00,78.8
2020-08-13 10:44:00,80.0
2020-08-13 10:52:00,75.70555816962468
2020-08-13 11:00:00,78.7
2020-08-13 11:08:00,76.36000000006929
2020-08-13 11:16:00,76.6
2020-08-13 11:24:00,76.2
2020-08-13 11:32:00,77.60000000003045
2020-08-13 11:40:00,79.1
2020-08-13 11:48:00,78.7
